"측정지점명","지점번호","지점구분","측정년","측정월","측정회차","수온","ph","do","남조류세포수","경보발령"
"강동대교","1018G02","1","2013","11","2회차     ","11.6","","","0","정상"
"미사대교","1018G01","1","2013","11","2회차     ","11.7","","","0","정상"
"광진교","1018G05","1","2013","11","1회차     ","14.2","","","30","정상"
"잠실철교","1018G04","1","2013","11","1회차     ","14.8","","","0","정상"
"강동대교","1018G02","1","2013","11","1회차     ","14.4","","","10","정상"
"미사대교","1018G01","1","2013","11","1회차     ","14.3","","","10","정상"
"강동대교","1018G02","1","2013","11","4회차     ","6.9","","","0","정상"
"잠실철교","1018G04","1","2013","11","4회차     ","8.0","","","0","정상"
"광진교","1018G05","1","2013","11","4회차     ","7.0","","","0","정상"
"한강대교","1018G08","2","2013","11","4회차     ","","","","","정상"
"한남대교","1018G07","2","2013","11","4회차     ","","","","","정상"
"성수대교","1018G06","2","2013","11","4회차     ","","","","","정상"
"성산대교","1018G10","2","2013","11","3회차     ","","","","","정상"
"한남대교","1018G07","2","2013","10","3회차     ","18.6","","","0","정상"
"성수대교","1018G06","2","2013","10","3회차     ","18.4","","","0","정상"
"성산대교","1018G10","2","2013","10","2회차     ","21.0","","","0","정상"
"마포대교","1018G09","2","2013","10","2회차     ","20.9","","","0","정상"
"한강대교","1018G08","2","2013","10","2회차     ","20.8","","","0","정상"
"한남대교","1018G07","2","2013","10","2회차     ","20.7","","","0","정상"
"성수대교","1018G06","2","2013","10","2회차     ","20.6","","","0","정상"
"성산대교","1018G10","2","2013","10","1회차     ","20.4","","","0","정상"
"마포대교","1018G09","2","2013","10","1회차     ","20.2","","","0","정상"
"한강대교","1018G08","2","2013","10","1회차     ","20.3","","","0","정상"
"한남대교","1018G07","2","2013","10","1회차     ","20.5","","","0","정상"
"성수대교","1018G06","2","2013","10","1회차     ","20.2","","","0","정상"
"한강대교","1018G08","2","2013","10","3회차     ","18.7","","","0","정상"
"잠실철교","1018G04","1","2013","10","2회차     ","20.8","","","90","정상"
"강동대교","1018G02","1","2013","10","2회차     ","20.8","","","150","정상"
"미사대교","1018G01","1","2013","10","2회차     ","20.4","","","20","정상"
"광진교","1018G05","1","2013","10","1회차     ","21.2","","","0","정상"
"잠실철교","1018G04","1","2013","10","1회차     ","21.8","","","0","정상"
"강동대교","1018G02","1","2013","10","1회차     ","21.9","","","50","정상"
"미사대교","1018G01","1","2013","10","1회차     ","22.1","","","50","정상"
"광진교","1018G05","1","2013","10","3회차     ","17.4","","","100","정상"
"잠실철교","1018G04","1","2013","10","3회차     ","18.5","","","30","정상"
"강동대교","1018G02","1","2013","10","3회차     ","19.2","","","230","정상"
"미사대교","1018G01","1","2013","10","3회차     ","18.5","","","230","정상"
"광진교","1018G05","1","2013","10","2회차     ","20.5","","","40","정상"
"성산대교","1018G10","2","2013","10","3회차     ","19.1","","","0","정상"
"마포대교","1018G09","2","2013","10","3회차     ","19.0","","","0","정상"
"마포대교","1018G09","2","2013","09","1회차     ","23.5","","","0","정상"
"마포대교","1018G09","2","2013","09","4회차     ","20.6","","","0","정상"
"성수대교","1018G06","2","2013","09","1회차     ","23.7","","","0","정상"
"한남대교","1018G07","2","2013","09","1회차     ","23.6","","","0","정상"
"한강대교","1018G08","2","2013","09","1회차     ","23.7","","","0","정상"
"광진교","1018G05","1","2013","09","4회차     ","22.2","","","100","정상"
"잠실철교","1018G04","1","2013","09","4회차     ","22.2","","","15","정상"
"강동대교","1018G02","1","2013","09","4회차     ","23.2","","","0","정상"
"미사대교","1018G01","1","2013","09","4회차     ","22.3","","","220","정상"
"광진교","1018G05","1","2013","09","3회차     ","22.3","","","120","정상"
"잠실철교","1018G04","1","2013","09","3회차     ","22.1","","","30","정상"
"강동대교","1018G02","1","2013","09","3회차     ","22.0","","","20","정상"
"미사대교","1018G01","1","2013","09","3회차     ","22.7","","","0","정상"
"광진교","1018G05","1","2013","09","2회차     ","21.4","","","20","정상"
"잠실철교","1018G04","1","2013","09","2회차     ","21.6","","","0","정상"
"강동대교","1018G02","1","2013","09","2회차     ","25.1","","","260","정상"
"미사대교","1018G01","1","2013","09","2회차     ","23.9","","","160","정상"
"광진교","1018G05","1","2013","09","1회차     ","23.4","","","190","정상"
"잠실철교","1018G04","1","2013","09","1회차     ","24.1","","","160","정상"
"강동대교","1018G02","1","2013","09","1회차     ","26.0","","","420","정상"
"미사대교","1018G01","1","2013","09","1회차     ","23.5","","","70","정상"
"성산대교","1018G10","2","2013","09","1회차     ","23.8","","","0","정상"
"성수대교","1018G06","2","2013","09","2회차     ","","","","","정상"
"한남대교","1018G07","2","2013","09","2회차     ","","","","","정상"
"한강대교","1018G08","2","2013","09","2회차     ","","","","","정상"
"마포대교","1018G09","2","2013","09","2회차     ","","","","","정상"
"성산대교","1018G10","2","2013","09","2회차     ","","","","","정상"
"성수대교","1018G06","2","2013","09","3회차     ","21.2","","","0","정상"
"한남대교","1018G07","2","2013","09","3회차     ","21.2","","","0","정상"
"한강대교","1018G08","2","2013","09","3회차     ","21.4","","","0","정상"
"마포대교","1018G09","2","2013","09","3회차     ","21.2","","","0","정상"
"성산대교","1018G10","2","2013","09","3회차     ","21.1","","","0","정상"
"성수대교","1018G06","2","2013","09","4회차     ","21.2","","","0","정상"
"한남대교","1018G07","2","2013","09","4회차     ","21.0","","","0","정상"
"한강대교","1018G08","2","2013","09","4회차     ","21.6","","","0","정상"
"성산대교","1018G10","2","2013","09","4회차     ","21.9","","","0","정상"
"잠실철교","1018G04","1","2013","08","1회차     ","22.9","","","0","정상"
"강동대교","1018G02","1","2013","08","2회차     ","24.8","","","0","정상"
"잠실철교","1018G04","1","2013","08","2회차     ","24.6","","","0","정상"
"광진교","1018G05","1","2013","08","2회차     ","25.8","","","0","정상"
"미사대교","1018G01","1","2013","08","3회차     ","26.4","","","30","정상"
"강동대교","1018G02","1","2013","08","3회차     ","27.0","","","150","정상"
"잠실철교","1018G04","1","2013","08","3회차     ","25.9","","","90","정상"
"광진교","1018G05","1","2013","08","3회차     ","25.8","","","230","정상"
"미사대교","1018G01","1","2013","08","4회차     ","25.7","","","420","정상"
"강동대교","1018G02","1","2013","08","4회차     ","26.9","","","190","정상"
"잠실철교","1018G04","1","2013","08","4회차     ","25.9","","","145","정상"
"광진교","1018G05","1","2013","08","4회차     ","25.4","","","150","정상"
"성수대교","1018G06","2","2013","08","1회차     ","22.5","","","0","정상"
"한남대교","1018G07","2","2013","08","1회차     ","22.4","","","0","정상"
"한강대교","1018G08","2","2013","08","1회차     ","22.7","","","0","정상"
"마포대교","1018G09","2","2013","08","1회차     ","22.6","","","0","정상"
"성산대교","1018G10","2","2013","08","1회차     ","23.0","","","0","정상"
"성수대교","1018G06","2","2013","08","2회차     ","24.4","","","0","정상"
"성산대교","1018G10","2","2013","08","4회차     ","26.0","","","0","정상"
"마포대교","1018G09","2","2013","08","4회차     ","25.7","","","0","정상"
"한강대교","1018G08","2","2013","08","4회차     ","25.6","","","0","정상"
"한남대교","1018G07","2","2013","08","4회차     ","25.2","","","0","정상"
"한남대교","1018G07","2","2013","08","2회차     ","24.7","","","0","정상"
"한강대교","1018G08","2","2013","08","2회차     ","25.0","","","0","정상"
"마포대교","1018G09","2","2013","08","2회차     ","24.7","","","0","정상"
"성산대교","1018G10","2","2013","08","2회차     ","25.0","","","0","정상"
"성수대교","1018G06","2","2013","08","3회차     ","26.5","","","110","정상"
"한남대교","1018G07","2","2013","08","3회차     ","26.7","","","0","정상"
"한강대교","1018G08","2","2013","08","3회차     ","26.6","","","60","정상"
"마포대교","1018G09","2","2013","08","3회차     ","26.8","","","0","정상"
"성산대교","1018G10","2","2013","08","3회차     ","27.2","","","30","정상"
"성수대교","1018G06","2","2013","08","4회차     ","25.1","","","20","정상"
"미사대교","1018G01","1","2013","08","1회차     ","22.1","","","0","정상"
"강동대교","1018G02","1","2013","08","1회차     ","23.1","","","0","정상"
"미사대교","1018G01","1","2013","08","2회차     ","24.7","","","30","정상"
"광진교","1018G05","1","2013","08","1회차     ","22.5","","","0","정상"
"성수대교","1018G06","2","2013","07","2회차     ","","","","","정상"
"광진교","1018G05","1","2013","07","1회차     ","23.8","","","0","정상"
"잠실철교","1018G04","1","2013","07","1회차     ","23.9","","","30","정상"
"강동대교","1018G02","1","2013","07","1회차     ","25.7","","","120","정상"
"미사대교","1018G01","1","2013","07","1회차     ","23.8","","","40","정상"
"미사대교","1018G01","1","2013","07","2회차     ","22.5","","","10","정상"
"강동대교","1018G02","1","2013","07","2회차     ","22.7","","","80","정상"
"잠실철교","1018G04","1","2013","07","2회차     ","22.9","","","50","정상"
"광진교","1018G05","1","2013","07","2회차     ","23.7","","","30","정상"
"미사대교","1018G01","1","2013","07","3회차     ","21.3","","","0","정상"
"강동대교","1018G02","1","2013","07","3회차     ","20.3","","","0","정상"
"잠실철교","1018G04","1","2013","07","3회차     ","20.3","","","0","정상"
"광진교","1018G05","1","2013","07","3회차     ","20.4","","","0","정상"
"미사대교","1018G01","1","2013","07","4회차     ","20.2","","","0","정상"
"강동대교","1018G02","1","2013","07","4회차     ","20.3","","","20","정상"
"잠실철교","1018G04","1","2013","07","4회차     ","20.7","","","0","정상"
"광진교","1018G05","1","2013","07","4회차     ","20.7","","","0","정상"
"미사대교","1018G01","1","2013","07","5회차     ","22.1","","","0","정상"
"강동대교","1018G02","1","2013","07","5회차     ","23.1","","","0","정상"
"잠실철교","1018G04","1","2013","07","5회차     ","22.9","","","0","정상"
"광진교","1018G05","1","2013","07","5회차     ","22.5","","","0","정상"
"성수대교","1018G06","2","2013","07","1회차     ","24.0","","","0","정상"
"한남대교","1018G07","2","2013","07","1회차     ","23.9","","","0","정상"
"한강대교","1018G08","2","2013","07","1회차     ","24.3","","","0","정상"
"마포대교","1018G09","2","2013","07","1회차     ","24.2","","","0","정상"
"성산대교","1018G10","2","2013","07","1회차     ","24.3","","","0","정상"
"한남대교","1018G07","2","2013","07","2회차     ","","","","","정상"
"한강대교","1018G08","2","2013","07","2회차     ","","","","","정상"
"마포대교","1018G09","2","2013","07","2회차     ","","","","","정상"
"성산대교","1018G10","2","2013","07","2회차     ","","","","","정상"
"성수대교","1018G06","2","2013","07","3회차     ","","","","","정상"
"한남대교","1018G07","2","2013","07","3회차     ","","","","","정상"
"한강대교","1018G08","2","2013","07","3회차     ","","","","","정상"
"마포대교","1018G09","2","2013","07","3회차     ","","","","","정상"
"성산대교","1018G10","2","2013","07","3회차     ","","","","","정상"
"성수대교","1018G06","2","2013","07","4회차     ","","","","","정상"
"한남대교","1018G07","2","2013","07","4회차     ","","","","","정상"
"한강대교","1018G08","2","2013","07","4회차     ","","","","","정상"
"마포대교","1018G09","2","2013","07","4회차     ","","","","","정상"
"성산대교","1018G10","2","2013","07","4회차     ","","","","","정상"
"성수대교","1018G06","2","2013","07","5회차     ","21.2","","","0","정상"
"한남대교","1018G07","2","2013","07","5회차     ","21.3","","","0","정상"
"한강대교","1018G08","2","2013","07","5회차     ","21.2","","","0","정상"
"마포대교","1018G09","2","2013","07","5회차     ","21.1","","","0","정상"
"성산대교","1018G10","2","2013","07","5회차     ","21.1","","","0","정상"
"미사대교","1018G01","1","2013","06","3회차     ","21.6","","","0","정상"
"성수대교","1018G06","2","2013","06","1회차     ","20.5","","","0","정상"
"한남대교","1018G07","2","2013","06","1회차     ","21.3","","","0","정상"
"한강대교","1018G08","2","2013","06","1회차     ","21.1","","","0","정상"
"마포대교","1018G09","2","2013","06","1회차     ","21.3","","","0","정상"
"성산대교","1018G10","2","2013","06","1회차     ","22.0","","","0","정상"
"성수대교","1018G06","2","2013","06","2회차     ","22.3","","","0","정상"
"한남대교","1018G07","2","2013","06","2회차     ","21.7","","","0","정상"
"한강대교","1018G08","2","2013","06","2회차     ","22.5","","","0","정상"
"마포대교","1018G09","2","2013","06","2회차     ","22.5","","","0","정상"
"미사대교","1018G01","1","2013","06","1회차     ","21.6","","","0","정상"
"강동대교","1018G02","1","2013","06","1회차     ","21.3","","","50","정상"
"광진교","1018G05","1","2013","06","3회차     ","21.8","","","0","정상"
"미사대교","1018G01","1","2013","06","4회차     ","22.6","","","90","정상"
"강동대교","1018G02","1","2013","06","4회차     ","25.3","","","20","정상"
"잠실철교","1018G04","1","2013","06","4회차     ","22.8","","","0","정상"
"광진교","1018G05","1","2013","06","4회차     ","22.8","","","90","정상"
"잠실철교","1018G04","1","2013","06","1회차     ","20.0","","","0","정상"
"성산대교","1018G10","2","2013","06","4회차     ","22.5","","","0","정상"
"광진교","1018G05","1","2013","06","1회차     ","19.9","","","0","정상"
"마포대교","1018G09","2","2013","06","4회차     ","22.6","","","0","정상"
"한강대교","1018G08","2","2013","06","4회차     ","22.4","","","20","정상"
"미사대교","1018G01","1","2013","06","2회차     ","21.1","","","80","정상"
"강동대교","1018G02","1","2013","06","2회차     ","20.8","","","0","정상"
"잠실철교","1018G04","1","2013","06","2회차     ","21.6","","","10","정상"
"광진교","1018G05","1","2013","06","2회차     ","21.0","","","0","정상"
"한남대교","1018G07","2","2013","06","4회차     ","22.4","","","0","정상"
"성수대교","1018G06","2","2013","06","4회차     ","22.3","","","0","정상"
"성산대교","1018G10","2","2013","06","3회차     ","22.4","","","0","정상"
"마포대교","1018G09","2","2013","06","3회차     ","21.1","","","0","정상"
"한강대교","1018G08","2","2013","06","3회차     ","20.8","","","0","정상"
"한남대교","1018G07","2","2013","06","3회차     ","20.7","","","0","정상"
"성수대교","1018G06","2","2013","06","3회차     ","20.7","","","0","정상"
"성산대교","1018G10","2","2013","06","2회차     ","22.8","","","0","정상"
"잠실철교","1018G04","1","2013","06","3회차     ","21.7","","","20","정상"
"강동대교","1018G02","1","2013","06","3회차     ","22.2","","","90","정상"
"마포대교","1018G09","2","2013","05","4회차     ","19.3","","","0","정상"
"광진교","1018G05","1","2013","05","3회차     ","18.0","","","40","정상"
"잠실철교","1018G04","1","2013","05","3회차     ","17.6","","","50","정상"
"강동대교","1018G02","1","2013","05","3회차     ","18.2","","","0","정상"
"미사대교","1018G01","1","2013","05","3회차     ","17.3","","","20","정상"
"광진교","1018G05","1","2013","05","2회차     ","16.0","","","0","정상"
"잠실철교","1018G04","1","2013","05","2회차     ","15.5","","","0","정상"
"강동대교","1018G02","1","2013","05","2회차     ","18.1","","","0","정상"
"미사대교","1018G01","1","2013","05","2회차     ","15.3","","","0","정상"
"광진교","1018G05","1","2013","05","1회차     ","14.4","","","0","정상"
"잠실철교","1018G04","1","2013","05","1회차     ","14.1","","","0","정상"
"강동대교","1018G02","1","2013","05","1회차     ","13.4","","","0","정상"
"미사대교","1018G01","1","2013","05","1회차     ","13.3","","","70","정상"
"성산대교","1018G10","2","2013","05","5회차     ","18.4","","","15","정상"
"마포대교","1018G09","2","2013","05","5회차     ","18.1","","","0","정상"
"한강대교","1018G08","2","2013","05","5회차     ","18.2","","","0","정상"
"한남대교","1018G07","2","2013","05","5회차     ","18.2","","","0","정상"
"성수대교","1018G06","2","2013","05","5회차     ","18.3","","","0","정상"
"성산대교","1018G10","2","2013","05","4회차     ","20.7","","","0","정상"
"한강대교","1018G08","2","2013","05","4회차     ","20.0","","","10","정상"
"한남대교","1018G07","2","2013","05","4회차     ","19.8","","","0","정상"
"성수대교","1018G06","2","2013","05","4회차     ","19.5","","","0","정상"
"성산대교","1018G10","2","2013","05","3회차     ","19.1","","","0","정상"
"마포대교","1018G09","2","2013","05","3회차     ","19.0","","","40","정상"
"한강대교","1018G08","2","2013","05","3회차     ","18.1","","","0","정상"
"한남대교","1018G07","2","2013","05","3회차     ","19.1","","","0","정상"
"성수대교","1018G06","2","2013","05","3회차     ","17.8","","","0","정상"
"성산대교","1018G10","2","2013","05","2회차     ","16.8","","","0","정상"
"마포대교","1018G09","2","2013","05","2회차     ","17.6","","","0","정상"
"한강대교","1018G08","2","2013","05","2회차     ","17.5","","","40","정상"
"한남대교","1018G07","2","2013","05","2회차     ","16.6","","","0","정상"
"성수대교","1018G06","2","2013","05","2회차     ","15.2","","","0","정상"
"성산대교","1018G10","2","2013","05","1회차     ","16.3","","","0","정상"
"마포대교","1018G09","2","2013","05","1회차     ","15.0","","","0","정상"
"한강대교","1018G08","2","2013","05","1회차     ","15.3","","","0","정상"
"한남대교","1018G07","2","2013","05","1회차     ","15.0","","","0","정상"
"성수대교","1018G06","2","2013","05","1회차     ","14.6","","","0","정상"
"광진교","1018G05","1","2013","05","5회차     ","18.6","","","0","정상"
"잠실철교","1018G04","1","2013","05","5회차     ","18.8","","","0","정상"
"강동대교","1018G02","1","2013","05","5회차     ","18.0","","","0","정상"
"미사대교","1018G01","1","2013","05","5회차     ","18.7","","","0","정상"
"광진교","1018G05","1","2013","05","4회차     ","17.7","","","0","정상"
"잠실철교","1018G04","1","2013","05","4회차     ","18.2","","","0","정상"
"강동대교","1018G02","1","2013","05","4회차     ","19.0","","","0","정상"
"미사대교","1018G01","1","2013","05","4회차     ","19.4","","","0","정상"
"마포대교","1018G09","2","2013","04","1회차     ","8.9","","","0","정상"
"한강대교","1018G08","2","2013","04","1회차     ","8.8","","","0","정상"
"한남대교","1018G07","2","2013","04","1회차     ","8.6","","","0","정상"
"성수대교","1018G06","2","2013","04","1회차     ","8.5","","","0","정상"
"광진교","1018G05","1","2013","04","2회차     ","8.9","","","0","정상"
"미사대교","1018G01","1","2013","04","1회차     ","9.1","","","0","정상"
"강동대교","1018G02","1","2013","04","1회차     ","9.8","","","0","정상"
"잠실철교","1018G04","1","2013","04","1회차     ","9.2","","","0","정상"
"광진교","1018G05","1","2013","04","1회차     ","8.7","","","0","정상"
"미사대교","1018G01","1","2013","04","2회차     ","9.5","","","0","정상"
"강동대교","1018G02","1","2013","04","2회차     ","9.8","","","0","정상"
"잠실철교","1018G04","1","2013","04","2회차     ","9.9","","","0","정상"
"성산대교","1018G10","2","2013","04","1회차     ","9.1","","","0","정상"
"성수대교","1018G06","2","2013","04","2회차     ","9.2","","","0","정상"
"한남대교","1018G07","2","2013","04","2회차     ","9.5","","","0","정상"
"한강대교","1018G08","2","2013","04","2회차     ","9.1","","","0","정상"
"마포대교","1018G09","2","2013","04","2회차     ","9.4","","","0","정상"
"마포대교","1018G09","2","2013","04","3회차     ","13.0","","","0","정상"
"한강대교","1018G08","2","2013","04","3회차     ","12.5","","","0","정상"
"한남대교","1018G07","2","2013","04","3회차     ","12.4","","","0","정상"
"성수대교","1018G06","2","2013","04","3회차     ","12.2","","","0","정상"
"성산대교","1018G10","2","2013","04","4회차     ","13.7","","","0","정상"
"마포대교","1018G09","2","2013","04","4회차     ","13.0","","","0","정상"
"성산대교","1018G10","2","2013","04","2회차     ","9.6","","","0","정상"
"한강대교","1018G08","2","2013","04","4회차     ","13.1","","","0","정상"
"한남대교","1018G07","2","2013","04","4회차     ","12.9","","","0","정상"
"성수대교","1018G06","2","2013","04","4회차     ","12.6","","","0","정상"
"성산대교","1018G10","2","2013","04","3회차     ","14.7","","","0","정상"
"광진교","1018G05","1","2013","04","4회차     ","12.1","","","0","정상"
"잠실철교","1018G04","1","2013","04","4회차     ","12.1","","","0","정상"
"강동대교","1018G02","1","2013","04","4회차     ","13.3","","","0","정상"
"미사대교","1018G01","1","2013","04","4회차     ","11.9","","","0","정상"
"광진교","1018G05","1","2013","04","3회차     ","10.8","","","0","정상"
"잠실철교","1018G04","1","2013","04","3회차     ","10.6","","","0","정상"
"강동대교","1018G02","1","2013","04","3회차     ","11.9","","","0","정상"
"미사대교","1018G01","1","2013","04","3회차     ","10.4","","","0","정상"
"잠실철교","1018G04","1","2013","03","1회차     ","4.7","","","0","정상"
"미사대교","1018G01","1","2013","03","2회차     ","6.4","","","0","정상"
"강동대교","1018G02","1","2013","03","2회차     ","6.7","","","20","정상"
"잠실철교","1018G04","1","2013","03","2회차     ","7.0","","","0","정상"
"광진교","1018G05","1","2013","03","2회차     ","6.5","","","50","정상"
"미사대교","1018G01","1","2013","03","3회차     ","8.5","","","0","정상"
"광진교","1018G05","1","2013","03","3회차     ","8.1","","","50","정상"
"잠실철교","1018G04","1","2013","03","3회차     ","8.8","","","0","정상"
"강동대교","1018G02","1","2013","03","3회차     ","8.5","","","0","정상"
"광진교","1018G05","1","2013","03","4회차     ","8.1","","","0","정상"
"성산대교","1018G10","2","2013","03","1회차     ","","","","","정상"
"성수대교","1018G06","2","2013","03","2회차     ","","","","","정상"
"한남대교","1018G07","2","2013","03","2회차     ","","","","","정상"
"한강대교","1018G08","2","2013","03","2회차     ","","","","","정상"
"마포대교","1018G09","2","2013","03","2회차     ","","","","","정상"
"성산대교","1018G10","2","2013","03","2회차     ","","","","","정상"
"성수대교","1018G06","2","2013","03","3회차     ","","","","","정상"
"한남대교","1018G07","2","2013","03","3회차     ","","","","","정상"
"한강대교","1018G08","2","2013","03","3회차     ","","","","","정상"
"마포대교","1018G09","2","2013","03","3회차     ","","","","","정상"
"성산대교","1018G10","2","2013","03","3회차     ","","","","","정상"
"성수대교","1018G06","2","2013","03","4회차     ","","","","","정상"
"한남대교","1018G07","2","2013","03","4회차     ","","","","","정상"
"한강대교","1018G08","2","2013","03","4회차     ","","","","","정상"
"마포대교","1018G09","2","2013","03","4회차     ","","","","","정상"
"성산대교","1018G10","2","2013","03","4회차     ","","","","","정상"
"잠실철교","1018G04","1","2013","03","4회차     ","8.8","","","0","정상"
"강동대교","1018G02","1","2013","03","4회차     ","10.0","","","0","정상"
"미사대교","1018G01","1","2013","03","4회차     ","7.8","","","0","정상"
"한남대교","1018G07","2","2013","03","1회차     ","","","","","정상"
"성수대교","1018G06","2","2013","03","1회차     ","","","","","정상"
"한강대교","1018G08","2","2013","03","1회차     ","","","","","정상"
"마포대교","1018G09","2","2013","03","1회차     ","","","","","정상"
"미사대교","1018G01","1","2013","03","1회차     ","4.9","","","0","정상"
"강동대교","1018G02","1","2013","03","1회차     ","6.0","","","0","정상"
"광진교","1018G05","1","2013","03","1회차     ","4.3","","","0","정상"
"한강대교","1018G08","2","2013","02","3회차     ","","","","","정상"
"마포대교","1018G09","2","2013","02","3회차     ","","","","","정상"
"성산대교","1018G10","2","2013","02","3회차     ","","","","","정상"
"성수대교","1018G06","2","2013","02","4회차     ","","","","","정상"
"한남대교","1018G07","2","2013","02","4회차     ","","","","","정상"
"성수대교","1018G06","2","2013","02","1회차     ","","","","","정상"
"한남대교","1018G07","2","2013","02","1회차     ","","","","","정상"
"한강대교","1018G08","2","2013","02","1회차     ","","","","","정상"
"성산대교","1018G10","2","2013","02","1회차     ","","","","","정상"
"성수대교","1018G06","2","2013","02","2회차     ","","","","","정상"
"한강대교","1018G08","2","2013","02","4회차     ","","","","","정상"
"마포대교","1018G09","2","2013","02","4회차     ","","","","","정상"
"성산대교","1018G10","2","2013","02","4회차     ","","","","","정상"
"강동대교","1018G02","1","2013","02","4회차     ","3.8","","","0","정상"
"미사대교","1018G01","1","2013","02","4회차     ","3.6","","","0","정상"
"광진교","1018G05","1","2013","02","3회차     ","1.4","","","0","정상"
"광진교","1018G05","1","2013","02","4회차     ","3.9","","","0","정상"
"미사대교","1018G01","1","2013","02","2회차     ","2.0","","","0","정상"
"광진교","1018G05","1","2013","02","2회차     ","1.8","","","0","정상"
"잠실철교","1018G04","1","2013","02","2회차     ","1.7","","","0","정상"
"강동대교","1018G02","1","2013","02","3회차     ","2.2","","","0","정상"
"강동대교","1018G02","1","2013","02","2회차     ","2.2","","","0","정상"
"마포대교","1018G09","2","2013","02","1회차     ","","","","","정상"
"잠실철교","1018G04","1","2013","02","4회차     ","3.9","","","0","정상"
"미사대교","1018G01","1","2013","02","3회차     ","1.6","","","0","정상"
"잠실철교","1018G04","1","2013","02","3회차     ","2.3","","","0","정상"
"한남대교","1018G07","2","2013","02","2회차     ","","","","","정상"
"한강대교","1018G08","2","2013","02","2회차     ","","","","","정상"
"마포대교","1018G09","2","2013","02","2회차     ","","","","","정상"
"성산대교","1018G10","2","2013","02","2회차     ","","","","","정상"
"성수대교","1018G06","2","2013","02","3회차     ","","","","","정상"
"한남대교","1018G07","2","2013","02","3회차     ","","","","","정상"
"미사대교","1018G01","1","2013","02","1회차     ","3.1","","","0","정상"
"강동대교","1018G02","1","2013","02","1회차     ","2.8","","","0","정상"
"잠실철교","1018G04","1","2013","02","1회차     ","3.2","","","0","정상"
"광진교","1018G05","1","2013","02","1회차     ","2.5","","","0","정상"
"미사대교","1018G01","1","2013","01","5회차     ","2.8","","","0","정상"
"강동대교","1018G02","1","2013","01","5회차     ","2.4","","","0","정상"
"잠실철교","1018G04","1","2013","01","5회차     ","2.3","","","0","정상"
"광진교","1018G05","1","2013","01","5회차     ","1.9","","","0","정상"
"광진교","1018G05","1","2013","01","2회차     ","1.3","","","0","정상"
"한남대교","1018G07","2","2013","01","5회차     ","","","","","정상"
"성수대교","1018G06","2","2013","01","5회차     ","","","","","정상"
"성산대교","1018G10","2","2013","01","4회차     ","","","","","정상"
"마포대교","1018G09","2","2013","01","4회차     ","","","","","정상"
"한강대교","1018G08","2","2013","01","4회차     ","","","","","정상"
"한남대교","1018G07","2","2013","01","4회차     ","","","","","정상"
"성수대교","1018G06","2","2013","01","4회차     ","","","","","정상"
"성산대교","1018G10","2","2013","01","3회차     ","","","","","정상"
"마포대교","1018G09","2","2013","01","3회차     ","","","","","정상"
"한강대교","1018G08","2","2013","01","3회차     ","","","","","정상"
"한남대교","1018G07","2","2013","01","3회차     ","","","","","정상"
"성수대교","1018G06","2","2013","01","3회차     ","","","","","정상"
"마포대교","1018G09","2","2013","01","2회차     ","","","","","정상"
"한강대교","1018G08","2","2013","01","2회차     ","","","","","정상"
"한남대교","1018G07","2","2013","01","2회차     ","","","","","정상"
"성수대교","1018G06","2","2013","01","2회차     ","","","","","정상"
"성산대교","1018G10","2","2013","01","1회차     ","","","","","정상"
"마포대교","1018G09","2","2013","01","1회차     ","","","","","정상"
"한강대교","1018G08","2","2013","01","1회차     ","","","","","정상"
"한남대교","1018G07","2","2013","01","1회차     ","","","","","정상"
"성수대교","1018G06","2","2013","01","1회차     ","","","","","정상"
"잠실철교","1018G04","1","2013","01","1회차     ","1.7","","","0","정상"
"광진교","1018G05","1","2013","01","1회차     ","1.1","","","0","정상"
"미사대교","1018G01","1","2013","01","2회차     ","1.3","","","0","정상"
"강동대교","1018G02","1","2013","01","2회차     ","0.6","","","0","정상"
"잠실철교","1018G04","1","2013","01","2회차     ","1.5","","","0","정상"
"한강대교","1018G08","2","2013","01","5회차     ","","","","","정상"
"미사대교","1018G01","1","2013","01","3회차     ","1.5","","","0","정상"
"강동대교","1018G02","1","2013","01","3회차     ","1.4","","","0","정상"
"잠실철교","1018G04","1","2013","01","3회차     ","1.6","","","0","정상"
"광진교","1018G05","1","2013","01","3회차     ","1.6","","","0","정상"
"미사대교","1018G01","1","2013","01","4회차     ","2.4","","","0","정상"
"강동대교","1018G02","1","2013","01","4회차     ","2.1","","","0","정상"
"잠실철교","1018G04","1","2013","01","4회차     ","1.6","","","0","정상"
"광진교","1018G05","1","2013","01","4회차     ","2.4","","","0","정상"
"미사대교","1018G01","1","2013","01","1회차     ","1.2","","","0","정상"
"강동대교","1018G02","1","2013","01","1회차     ","0.6","","","0","정상"
"성산대교","1018G10","2","2013","01","2회차     ","","","","","정상"
"성산대교","1018G10","2","2013","01","5회차     ","","","","","정상"
"마포대교","1018G09","2","2013","01","5회차     ","","","","","정상"
"광진교","1018G05","1","2012","12","4회차     ","1.0","","","0","정상"
"한강대교","1018G08","2","2012","12","4회차     ","","","","","정상"
"마포대교","1018G09","2","2012","12","4회차     ","","","","","정상"
"광진교","1018G05","1","2012","12","1회차     ","4.5","","","0","정상"
"잠실철교","1018G04","1","2012","12","1회차     ","6.3","","","0","정상"
"강동대교","1018G02","1","2012","12","1회차     ","4.4","","","0","정상"
